"","Report.ID","Model","Lighting","Weather...Clear","Weather...Snow","Weather...Cloudy","Weather...Fog.Smoke","Weather...Rain","Weather...Severe.Wind","Weather...Unknown","Weather...Other","Weather...Other.Text","Highest.Injury.Severity.Alleged"
"290","13781-7226","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"291","753-7109","K5","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Minor"
"292","945-7224","Rogue","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"293","13781-7197","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"294","502-7195","F150","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"295","13781-7023","Model 3","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"296","13781-7193","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"297","13781-7192","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"298","13781-7191","Model Y","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"299","540-7189","Bolt","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","No Injuries Reported"
"300","13781-7187","Model X","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"301","13781-7186","Model X","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"302","13781-7185","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"303","13781-7184","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"304","13781-7183","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"305","13781-7182","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"306","13781-7181","Model 3","Daylight"," "," "," "," "," ",NA," ","Y","Dust Storm","Unknown"
"307","13781-7180","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"308","1243-7108","Outback","Daylight"," "," ","Y"," ","Y",NA," "," ","","Minor"
"309","753-6931","TELLURIDE","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"310","753-6768","K5","Daylight","Y"," "," "," "," ",NA," ","Y","Completely dry warm weather","Moderate"
"311","753-6415","SPORTAGE","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"312","10039-6833","iX xDrive50","Other, see Narrative"," "," "," ","Y"," ",NA," "," ","","No Injuries Reported"
"313","1243-6797","Ascent","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Minor"
"314","753-7109","K5","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Minor"
"315","13781-7102","Model Y","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"316","13781-7101","Model Y","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"317","753-7087","K5","Dark - Lighted"," "," "," "," ","Y",NA," "," ","","No Injuries Reported"
"318","13781-7086","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"319","13781-7085","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"320","13781-7069","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"321","13781-7070","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"322","13781-7069","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"323","502-7055","F-150","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"324","13781-7063","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"325","13781-7062","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"326","13781-7061","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"327","13781-7059","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"328","13781-7051","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"329","13781-7050","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"330","13781-7049","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"331","13781-7043","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"332","13781-7042","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"333","13781-7041","Model Y","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"334","13781-7040","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"335","29990-7002","R1S","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"336","13781-7031","Model X","Daylight"," "," ","Y"," "," ",NA," "," ","","Minor"
"337","13781-7035","Model Y","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"338","13781-7031","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"339","13781-7030","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"340","13781-7029","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"341","13781-7028","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"342","13781-7024","Model S","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"343","13781-7023","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"344","753-6807","NIRO","Daylight","Y"," "," "," "," ",NA," "," ","","Moderate"
"345","753-6768","K5","Daylight","Y"," "," "," "," ",NA," ","Y","Completely dry warm weather","Moderate"
"346","753-6931","TELLURIDE","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"347","29990-7002","R1S","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"348","13781-6978","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"349","13781-6977","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"350","540-6944","CT5","Dawn / Dusk"," "," ","Y"," "," ",NA," "," ","","No Injuries Reported"
"351","10039-6833","iX xDrive50","Other, see Narrative"," "," "," ","Y"," ",NA," "," ","","No Injuries Reported"
"352","10039-6771","X5 xDrive45e","Dawn / Dusk"," "," "," "," ","Y",NA," "," ","","Minor"
"353","13781-6940","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"354","13781-6939","Model X","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"355","753-6931","TELLURIDE","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"356","13781-6929","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"357","13781-6928","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"358","13781-6927","Model Y","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"359","13781-6922","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Fatality"
"360","13781-6922","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"361","13781-6916","Model Y","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"362","13781-6915","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"363","13781-6914","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"364","13781-6913","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"365","13781-6912","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"366","13781-6911","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"367","13781-6910","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"368","13781-6909","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"369","13781-6908","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"370","28349-6820","GRAND TOURING","Dawn / Dusk"," "," "," ","Y"," ",NA," "," ","","No Injuries Reported"
"371","13781-6904","Model Y","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"372","13781-6903","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"373","13781-6902","Model Y","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"374","10039-6833","iX xDrive50","Other, see Narrative"," "," "," ","Y"," ",NA," "," ","","No Injuries Reported"
"375","753-6807","NIRO","Daylight","Y"," "," "," "," ",NA," "," ","","Moderate"
"376","13781-6897","Model 3","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"377","13781-6896","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"378","13781-6895","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"379","13781-6894","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"380","13781-6893","Model Y","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"381","13781-6892","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"382","273-6769","Grand Cherokee Overland 4xE","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"383","540-6884","CT4","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"384","13781-6886","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"385","13781-6885","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"386","502-6852","Mach-E","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"387","10039-6771","X5 xDrive45e","Unknown"," "," "," "," ","Y",NA," "," ","","Minor"
"388","13781-6877","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"389","13781-6876","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"390","13781-6875","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"391","13781-6874","Model Y","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"392","13781-6873","Model 3","Dark - Not Lighted"," "," "," ","Y"," ",NA," "," ","","Unknown"
"393","13781-6872","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"394","13781-6871","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"395","13781-6870","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"396","13781-6869","Model Y","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"397","753-6768","K5","Daylight","Y"," "," "," "," ",NA," ","Y","Completely dry warm weather","Moderate"
"398","28349-6820","GRAND TOURING","Dawn / Dusk"," "," "," ","Y"," ",NA," "," ","","No Injuries Reported"
"399","10039-6833","iX xDrive50","Other, see Narrative"," "," "," ","Y"," ",NA," "," ","","No Injuries Reported"
"400","1243-6797","Ascent","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Minor"
"401","753-6807","NIRO","Daylight","Y"," "," "," "," ",NA," "," ","","Moderate"
"402","13781-6801","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"403","13781-6800","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"404","13781-6799","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"405","13781-6798","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"406","13781-6796","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"407","273-6769","Grand Cherokee Overland 4xE","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"408","13781-6782","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"409","13781-6781","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"410","13781-6780","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"411","13781-6779","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"412","13781-6778","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"413","13781-6777","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"414","13781-6776","Model 3","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"415","13781-6775","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"416","502-6772","F-150","Daylight"," "," ","Y"," ","Y",NA," "," ","","No Injuries Reported"
"417","10039-6771","X5 xDrive45e","Unknown"," "," "," "," ","Y",NA," "," ","","Minor"
"418","540-6763","Silverado 1500","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"419","753-6768","K5","Daylight","Y"," "," "," "," ",NA," ","Y","Completely dry warm weather","Moderate"
"420","13781-6754","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"421","13781-6753","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"422","13781-6752","Model 3","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"423","13781-6751","Model 3","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"424","13781-6750","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"425","13781-6749","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"426","13781-6748","Model S","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"427","13781-6747","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"428","13781-6746","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"429","13781-6745","Model Y","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"430","13781-6719","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"431","13781-6718","Model X","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"432","13781-6717","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"433","13781-6716","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"434","13781-6715","Model 3","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"435","13781-6714","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"436","13781-6713","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"437","13781-6712","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"438","13781-6711","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"439","13781-6710","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"440","13781-6709","Model S","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"441","13781-6708","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"442","13781-6707","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"443","13781-6706","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"444","13781-6705","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"445","540-6702","Sierra 1500","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"446","13781-6704","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"447","13781-6703","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"448","13781-6701","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"449","13781-6700","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"450","502-6643","F-150","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"451","13781-6698","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"452","13781-6697","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"453","13781-6696","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"454","29990-6637","R1S","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"455","29990-6636","R1S","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"456","13781-6625","Model 3","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"457","13781-6623","Model Y","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"458","13781-6604","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"459","13781-6603","Model Y","Daylight"," "," "," "," "," ",NA," ","Y","partly cloudy","Unknown"
"460","13781-6601","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"461","13781-6600","Model 3","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"462","13781-6584","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"463","13781-6583","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"464","13781-6576","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"465","13781-6575","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"466","13781-6574","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"467","13781-6573","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"468","13781-6572","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"469","13781-6571","Model 3","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"470","13781-6570","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"471","13781-6569","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"472","13781-6560","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"473","13781-6559","Model X","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"474","13781-6558","Model S","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"475","13781-6557","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"476","13781-6554","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"477","13781-6553","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"478","13781-6552","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"479","13781-6547","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"480","13781-6546","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"481","13781-6545","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"482","13781-6544","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"483","13781-6543","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"484","540-6486","Bolt EUV","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Minor"
"485","13781-6540","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"486","13781-6539","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"487","13781-6538","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"488","13781-6537","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"489","855-6376","E400 Coupe","Unknown"," "," "," "," ","Y",NA," "," ","","Minor"
"490","540-6486","Bolt EUV","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Minor"
"491","1306-6035","Venza Hybrid","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"492","13781-6483","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"493","13781-6482","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"494","13781-6480","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"495","10039-6029","iX xDrive50","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"496","753-6415","SPORTAGE","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"497","13781-6426","Model X","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"498","13781-6425","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"499","13781-6424","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"500","13781-6423","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"501","753-6415","SPORTAGE","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"502","13781-6412","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"503","13781-6411","Model S","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"504","13781-6410","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"505","13781-6399","Model S","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"506","13781-6398","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"507","13781-6397","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"508","13781-6392","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"509","13781-6391","Model 3","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"510","13781-6390","Model X","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
